"lang"
{
	"Language"		"Portuguese"
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_8_exort_half_mana_cost_Description"            "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font>.\n\nCria uma ilusão de Invoker no local escolhido. A ilusão não pode se mover, atacar, ou conjurar magias. Uma segunda ilusão \"fantasma\" também é criada no mesmo lugar, que também é incapaz de realizar qualquer ação, mas tem o dobro da duração, alem de ser invulneravel e não-selecionavel. A duração da ilusão aumenta por nivel de Quas, o dano recebido pela ilusao diminui por nivel de Wex, e o cast range aumenta por nivel de Exort.\n\nDURAÇÃO (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">5/10/15/20/25/30/35/40</font>\nDANO RECEBIDO (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">150%%/140%%/130%%/120%%/110%%/100%%/90%%/80%%</font>"
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_8_exort_half_mana_cost_cast_range"             "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"

		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_1_exort_no_mana_cost"                        "Confuse"
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_1_exort_no_mana_cost_Description"            "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font>.\n\nCria uma ilusão de Invoker no local escolhido. A ilusão não pode se mover, atacar, ou conjurar magias. Uma segunda ilusão \"fantasma\" também é criada no mesmo lugar, que também é incapaz de realizar qualquer ação, mas tem o dobro da duração, alem de ser invulneravel e não-selecionavel. A duração da ilusão aumenta por nivel de Quas, o dano recebido pela ilusao diminui por nivel de Wex, e o cast range aumenta por nivel de Exort.\n\nDURAÇÃO (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">5/10/15/20/25/30/35/40</font>\nDANO RECEBIDO (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">150%%/140%%/130%%/120%%/110%%/100%%/90%%/80%%</font>"
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_1_exort_no_mana_cost_cast_range"             "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_2_exort_no_mana_cost"                        "Confuse"
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_2_exort_no_mana_cost_Description"            "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font>.\n\nCria uma ilusão de Invoker no local escolhido. A ilusão não pode se mover, atacar, ou conjurar magias. Uma segunda ilusão \"fantasma\" também é criada no mesmo lugar, que também é incapaz de realizar qualquer ação, mas tem o dobro da duração, alem de ser invulneravel e não-selecionavel. A duração da ilusão aumenta por nivel de Quas, o dano recebido pela ilusao diminui por nivel de Wex, e o cast range aumenta por nivel de Exort.\n\nDURAÇÃO (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">5/10/15/20/25/30/35/40</font>\nDANO RECEBIDO (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">150%%/140%%/130%%/120%%/110%%/100%%/90%%/80%%</font>"
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_2_exort_no_mana_cost_cast_range"             "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_3_exort_no_mana_cost"                        "Confuse"
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_3_exort_no_mana_cost_Description"            "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font>.\n\nCria uma ilusão de Invoker no local escolhido. A ilusão não pode se mover, atacar, ou conjurar magias. Uma segunda ilusão \"fantasma\" também é criada no mesmo lugar, que também é incapaz de realizar qualquer ação, mas tem o dobro da duração, alem de ser invulneravel e não-selecionavel. A duração da ilusão aumenta por nivel de Quas, o dano recebido pela ilusao diminui por nivel de Wex, e o cast range aumenta por nivel de Exort.\n\nDURAÇÃO (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">5/10/15/20/25/30/35/40</font>\nDANO RECEBIDO (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">150%%/140%%/130%%/120%%/110%%/100%%/90%%/80%%</font>"
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_3_exort_no_mana_cost_cast_range"             "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_4_exort_no_mana_cost"                        "Confuse"
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_4_exort_no_mana_cost_Description"            "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font>.\n\nCria uma ilusão de Invoker no local escolhido. A ilusão não pode se mover, atacar, ou conjurar magias. Uma segunda ilusão \"fantasma\" também é criada no mesmo lugar, que também é incapaz de realizar qualquer ação, mas tem o dobro da duração, alem de ser invulneravel e não-selecionavel. A duração da ilusão aumenta por nivel de Quas, o dano recebido pela ilusao diminui por nivel de Wex, e o cast range aumenta por nivel de Exort.\n\nDURAÇÃO (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">5/10/15/20/25/30/35/40</font>\nDANO RECEBIDO (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">150%%/140%%/130%%/120%%/110%%/100%%/90%%/80%%</font>"
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_4_exort_no_mana_cost_cast_range"             "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_5_exort_no_mana_cost"                        "Confuse"
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_5_exort_no_mana_cost_Description"            "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font>.\n\nCria uma ilusão de Invoker no local escolhido. A ilusão não pode se mover, atacar, ou conjurar magias. Uma segunda ilusão \"fantasma\" também é criada no mesmo lugar, que também é incapaz de realizar qualquer ação, mas tem o dobro da duração, alem de ser invulneravel e não-selecionavel. A duração da ilusão aumenta por nivel de Quas, o dano recebido pela ilusao diminui por nivel de Wex, e o cast range aumenta por nivel de Exort.\n\nDURAÇÃO (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">5/10/15/20/25/30/35/40</font>\nDANO RECEBIDO (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">150%%/140%%/130%%/120%%/110%%/100%%/90%%/80%%</font>"
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_5_exort_no_mana_cost_cast_range"             "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_6_exort_no_mana_cost"                        "Confuse"
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_6_exort_no_mana_cost_Description"            "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font>.\n\nCria uma ilusão de Invoker no local escolhido. A ilusão não pode se mover, atacar, ou conjurar magias. Uma segunda ilusão \"fantasma\" também é criada no mesmo lugar, que também é incapaz de realizar qualquer ação, mas tem o dobro da duração, alem de ser invulneravel e não-selecionavel. A duração da ilusão aumenta por nivel de Quas, o dano recebido pela ilusao diminui por nivel de Wex, e o cast range aumenta por nivel de Exort.\n\nDURAÇÃO (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">5/10/15/20/25/30/35/40</font>\nDANO RECEBIDO (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">150%%/140%%/130%%/120%%/110%%/100%%/90%%/80%%</font>"
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_6_exort_no_mana_cost_cast_range"             "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_7_exort_no_mana_cost"                        "Confuse"
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_7_exort_no_mana_cost_Description"            "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font>.\n\nCria uma ilusão de Invoker no local escolhido. A ilusão não pode se mover, atacar, ou conjurar magias. Uma segunda ilusão \"fantasma\" também é criada no mesmo lugar, que também é incapaz de realizar qualquer ação, mas tem o dobro da duração, alem de ser invulneravel e não-selecionavel. A duração da ilusão aumenta por nivel de Quas, o dano recebido pela ilusao diminui por nivel de Wex, e o cast range aumenta por nivel de Exort.\n\nDURAÇÃO (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">5/10/15/20/25/30/35/40</font>\nDANO RECEBIDO (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">150%%/140%%/130%%/120%%/110%%/100%%/90%%/80%%</font>"
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_7_exort_no_mana_cost_cast_range"             "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_8_exort_no_mana_cost"                        "Confuse"
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_8_exort_no_mana_cost_Description"            "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font>.\n\nCria uma ilusão de Invoker no local escolhido. A ilusão não pode se mover, atacar, ou conjurar magias. Uma segunda ilusão \"fantasma\" também é criada no mesmo lugar, que também é incapaz de realizar qualquer ação, mas tem o dobro da duração, alem de ser invulneravel e não-selecionavel. A duração da ilusão aumenta por nivel de Quas, o dano recebido pela ilusao diminui por nivel de Wex, e o cast range aumenta por nivel de Exort.\n\nDURAÇÃO (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">5/10/15/20/25/30/35/40</font>\nDANO RECEBIDO (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">150%%/140%%/130%%/120%%/110%%/100%%/90%%/80%%</font>"
		"DOTA_Tooltip_Ability_invoker_retro_confuse_level_8_exort_no_mana_cost_cast_range"             "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"
		
		
		
		//Deafening Blast
		"DOTA_Tooltip_Ability_invoker_retro_deafening_blast"                              "Deafening Blast"
		"DOTA_Tooltip_Ability_invoker_retro_deafening_blast_Description"                  "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#0099CC\">Quas</font>.\n\nCausa dano enquanto aplica break e silence em seus oponentes, desativando suas passivas e os impedindo de usar magias ou items. A duração do efeito e o dano causado aumenta por level de Exort."
		"DOTA_Tooltip_Ability_invoker_retro_deafening_blast_mute_duration"                "DURAÇÃO (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_deafening_blast_damage"                       "DAMAGE (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_deafening_blast_half_mana_cost"                              "Deafening Blast"
		"DOTA_Tooltip_Ability_invoker_retro_deafening_blast_half_mana_cost_Description"                  "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#0099CC\">Quas</font>.\n\nCausa dano enquanto aplica break e silence em seus oponentes, desativando suas passivas e os impedindo de usar magias ou items. A duração do efeito e o dano causado aumenta por level de Exort."
		"DOTA_Tooltip_Ability_invoker_retro_deafening_blast_half_mana_cost_mute_duration"                "DURAÇÃO (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_deafening_blast_half_mana_cost_damage"                       "DAMAGE (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_deafening_blast_no_mana_cost"                              "Deafening Blast"
		"DOTA_Tooltip_Ability_invoker_retro_deafening_blast_no_mana_cost_Description"                  "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#FF6600\">Exort</font> <font color=\"#0099CC\">Quas</font>.\n\nCausa dano enquanto aplica break e silence em seus oponentes, desativando suas passivas e os impedindo de usar magias ou items. A duração do efeito e o dano causado aumenta por level de Exort."
		"DOTA_Tooltip_Ability_invoker_retro_deafening_blast_no_mana_cost_mute_duration"                "DURAÇÃO (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_deafening_blast_no_mana_cost_damage"                       "DAMAGE (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_modifier_invoker_retro_deafening_blast"                  			  "Deafening Blast"
		"DOTA_Tooltip_modifier_invoker_retro_deafening_blast_Description"                 "Muted.  Essa unidade não pode usar magias ou items, e suas passivas estão desativadas."

		
		
		//Disarm (Broken into 8 spells)
		"DOTA_Tooltip_Ability_invoker_retro_disarm"                         "Disarm"
		"DOTA_Tooltip_Ability_invoker_retro_disarm_Description"             "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#0099CC\">Quas</font> <font color=\"#FF6600\">Exort</font>.\n\nDesarma uma unidade inimiga. A duração e cast range aumentam por level de Exort."
		"DOTA_Tooltip_Ability_invoker_retro_disarm_duration"				  "DURAÇÃO (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_disarm_cast_range" 			  "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"

		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_1_exort"                         "Disarm"
		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_1_exort_Description"             "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#0099CC\">Quas</font> <font color=\"#FF6600\">Exort</font>.\n\nDesarma uma unidade inimiga. A duração e cast range aumentam por level de Exort."
		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_1_exort_duration"				  "DURAÇÃO (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_1_exort_cast_range" 			  "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"

		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_2_exort"                         "Disarm"
		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_2_exort_Description"             "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#0099CC\">Quas</font> <font color=\"#FF6600\">Exort</font>.\n\nDesarma uma unidade inimiga. A duração e cast range aumentam por level de Exort."
		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_2_exort_duration"				  "DURAÇÃO (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_2_exort_cast_range" 			  "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"

		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_3_exort"                         "Disarm"
		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_3_exort_Description"             "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#0099CC\">Quas</font> <font color=\"#FF6600\">Exort</font>.\n\nDesarma uma unidade inimiga. A duração e cast range aumentam por level de Exort."
		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_3_exort_duration"				  "DURAÇÃO (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_3_exort_cast_range" 			  "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"

		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_4_exort"                         "Disarm"
		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_4_exort_Description"             "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#0099CC\">Quas</font> <font color=\"#FF6600\">Exort</font>.\n\nDesarma uma unidade inimiga. A duração e cast range aumentam por level de Exort."
		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_4_exort_duration"				  "DURAÇÃO (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_4_exort_cast_range" 			  "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"

		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_5_exort"                         "Disarm"
		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_5_exort_Description"             "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#0099CC\">Quas</font> <font color=\"#FF6600\">Exort</font>.\n\nDesarma uma unidade inimiga. A duração e cast range aumentam por level de Exort."
		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_5_exort_duration"				  "DURAÇÃO (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_5_exort_cast_range" 			  "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"

		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_6_exort"                         "Disarm"
		"DOTA_Tooltip_Ability_invoker_retro_disarm_level_6_exort_Description"             "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#0099CC\">Quas</font> <font color=\"#FF6600\">Exort</font>.\n\nDesarma uma unidade inimiga. A duração e cast range aumentam por level de Exort."
